,Experiment,Species,Replicate,Sampling date,Day in experiment,Unreliable population size,Selected for clonal inference
PS_Ct_r01_2019_02_11_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,1,11/02/2019,1323,no,no
PS_Ct_r01_2019_02_18_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,1,18/02/2019,1330,no,no
PS_Ct_r01_2019_02_25_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,1,25/02/2019,1337,no,no
PS_Ct_r01_2019_03_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,1,04/03/2019,1344,no,no
PS_Ct_r02_2015_08_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,24/08/2015,56,no,yes
PS_Ct_r02_2015_09_21_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,21/09/2015,84,no,yes
PS_Ct_r02_2015_10_19_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,19/10/2015,112,no,yes
PS_Ct_r02_2015_10_27_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,27/10/2015,NA,NA,no
PS_Ct_r02_2015_11_16_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,16/11/2015,140,no,yes
PS_Ct_r02_2015_12_14_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,14/12/2015,168,no,yes
PS_Ct_r02_2016_01_11_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,11/01/2016,196,no,yes
PS_Ct_r02_2016_02_08_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,08/02/2016,224,no,yes
PS_Ct_r02_2016_03_07_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,07/03/2016,252,no,yes
PS_Ct_r02_2016_04_03_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,03/04/2016,279,no,yes
PS_Ct_r02_2016_05_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,04/05/2016,310,no,no
PS_Ct_r02_2016_05_30_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,30/05/2016,336,no,yes
PS_Ct_r02_2016_07_25_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,25/07/2016,392,no,yes
PS_Ct_r02_2016_07_27_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,27/07/2016,NA,NA,no
PS_Ct_r02_2016_08_22_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,22/08/2016,420,no,yes
PS_Ct_r02_2016_09_19_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,19/09/2016,448,no,yes
PS_Ct_r02_2016_10_17_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,17/10/2016,476,no,yes
PS_Ct_r02_2016_11_14_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,14/11/2016,504,no,yes
PS_Ct_r02_2016_12_12_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,12/12/2016,532,no,yes
PS_Ct_r02_2017_01_09_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,09/01/2017,560,no,yes
PS_Ct_r02_2017_02_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/02/2017,588,no,yes
PS_Ct_r02_2017_03_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/03/2017,616,no,yes
PS_Ct_r02_2017_04_03_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,03/04/2017,644,no,yes
PS_Ct_r02_2017_05_01_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,01/05/2017,672,yes,no
PS_Ct_r02_2017_05_29_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,29/05/2017,700,no,yes
PS_Ct_r02_2017_06_26_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,26/06/2017,728,no,yes
PS_Ct_r02_2017_07_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,24/07/2017,756,no,yes
PS_Ct_r02_2017_08_21_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,21/08/2017,784,no,yes
PS_Ct_r02_2017_09_18_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,18/09/2017,812,no,no
PS_Ct_r02_2017_10_17_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,17/10/2017,841,no,no
PS_Ct_r02_2017_11_14_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,14/11/2017,869,no,no
PS_Ct_r02_2017_12_12_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,12/12/2017,897,no,no
PS_Ct_r02_2017_12_12_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,12/12/2017,897,no,no
PS_Ct_r02_2017_12_12_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,12/12/2017,897,no,no
PS_Ct_r02_2017_12_12_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,12/12/2017,897,no,no
PS_Ct_r02_2018_01_09_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,09/01/2018,925,no,no
PS_Ct_r02_2018_02_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/02/2018,953,no,no
PS_Ct_r02_2018_03_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/03/2018,981,no,no
PS_Ct_r02_2018_03_06_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/03/2018,981,no,no
PS_Ct_r02_2018_03_06_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/03/2018,981,no,no
PS_Ct_r02_2018_03_06_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,06/03/2018,981,no,no
PS_Ct_r02_2018_04_03_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,03/04/2018,1009,no,no
PS_Ct_r02_2018_05_01_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,01/05/2018,1037,no,no
PS_Ct_r02_2018_05_01_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,01/05/2018,1037,no,no
PS_Ct_r02_2018_05_01_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,01/05/2018,1037,no,no
PS_Ct_r02_2018_05_01_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,01/05/2018,1037,no,no
PS_Ct_r02_2018_05_29_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,29/05/2018,1065,yes,no
PS_Ct_r02_2018_06_26_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,26/06/2018,1093,no,no
PS_Ct_r02_2018_07_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,24/07/2018,1121,no,no
PS_Ct_r02_2018_08_21_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,21/08/2018,1149,no,no
PS_Ct_r02_2018_09_18_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,18/09/2018,1177,no,no
PS_Ct_r02_2018_10_16_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,16/10/2018,1205,no,no
PS_Ct_r02_2018_11_13_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,13/11/2018,1233,no,no
PS_Ct_r02_2018_12_11_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,11/12/2018,1261,no,no
PS_Ct_r02_2019_01_08_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,08/01/2019,1289,yes,no
PS_Ct_r02_2019_01_14_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,14/01/2019,1295,yes,no
PS_Ct_r02_2019_01_21_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,21/01/2019,1302,no,no
PS_Ct_r02_2019_01_28_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,28/01/2019,1309,no,no
PS_Ct_r02_2019_02_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,04/02/2019,1316,no,no
PS_Ct_r02_2019_02_11_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,11/02/2019,1323,no,no
PS_Ct_r02_2019_02_18_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,18/02/2019,1330,no,no
PS_Ct_r02_2019_02_25_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,25/02/2019,1337,no,no
PS_Ct_r02_2019_03_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,2,04/03/2019,1344,no,no
PS_Ct_r03_2015_08_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,24/08/2015,56,no,yes
PS_Ct_r03_2015_09_21_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,21/09/2015,84,no,yes
PS_Ct_r03_2015_10_19_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,19/10/2015,112,no,yes
PS_Ct_r03_2015_10_27_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,27/10/2015,NA,NA,no
PS_Ct_r03_2015_11_16_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,16/11/2015,140,no,yes
PS_Ct_r03_2015_12_14_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,14/12/2015,168,no,yes
PS_Ct_r03_2016_01_11_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,11/01/2016,196,no,yes
PS_Ct_r03_2016_02_08_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,08/02/2016,224,no,yes
PS_Ct_r03_2016_03_07_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,07/03/2016,252,no,yes
PS_Ct_r03_2016_04_03_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,03/04/2016,279,no,yes
PS_Ct_r03_2016_05_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,04/05/2016,310,no,yes
PS_Ct_r03_2016_05_30_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,30/05/2016,336,no,yes
PS_Ct_r03_2016_07_25_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,25/07/2016,392,no,yes
PS_Ct_r03_2016_07_27_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,27/07/2016,NA,NA,no
PS_Ct_r03_2016_08_22_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,22/08/2016,420,no,yes
PS_Ct_r03_2016_09_19_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,19/09/2016,448,no,yes
PS_Ct_r03_2016_10_17_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,17/10/2016,476,no,yes
PS_Ct_r03_2016_11_14_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,14/11/2016,504,no,yes
PS_Ct_r03_2016_12_12_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,12/12/2016,532,no,yes
PS_Ct_r03_2017_01_09_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,09/01/2017,560,no,yes
PS_Ct_r03_2017_02_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,06/02/2017,588,no,yes
PS_Ct_r03_2017_03_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,06/03/2017,616,no,yes
PS_Ct_r03_2017_04_03_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,03/04/2017,644,no,no
PS_Ct_r03_2017_05_01_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,01/05/2017,672,yes,no
PS_Ct_r03_2017_05_29_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,29/05/2017,700,no,yes
PS_Ct_r03_2017_06_26_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,26/06/2017,728,no,yes
PS_Ct_r03_2017_07_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,24/07/2017,756,no,yes
PS_Ct_r03_2017_08_21_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,21/08/2017,784,no,yes
PS_Ct_r03_2017_09_18_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,18/09/2017,812,no,no
PS_Ct_r03_2017_10_17_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,17/10/2017,841,no,no
PS_Ct_r03_2017_11_14_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,14/11/2017,869,no,no
PS_Ct_r03_2017_12_12_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,12/12/2017,897,no,no
PS_Ct_r03_2017_12_12_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,12/12/2017,897,no,no
PS_Ct_r03_2017_12_12_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,12/12/2017,897,no,no
PS_Ct_r03_2017_12_12_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,12/12/2017,897,no,no
PS_Ct_r03_2018_01_09_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,09/01/2018,925,no,no
PS_Ct_r03_2018_02_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,06/02/2018,953,no,no
PS_Ct_r03_2018_03_06_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,06/03/2018,981,no,no
PS_Ct_r03_2018_04_03_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,03/04/2018,1009,no,no
PS_Ct_r03_2018_05_01_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,01/05/2018,1037,no,no
PS_Ct_r03_2018_05_29_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,29/05/2018,1065,yes,no
PS_Ct_r03_2018_06_26_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,26/06/2018,1093,no,no
PS_Ct_r03_2018_07_24_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,24/07/2018,1121,no,no
PS_Ct_r03_2018_08_21_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,21/08/2018,1149,no,no
PS_Ct_r03_2018_09_18_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,18/09/2018,1177,no,no
PS_Ct_r03_2018_10_16_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,16/10/2018,1205,no,no
PS_Ct_r03_2018_11_13_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,13/11/2018,1233,no,no
PS_Ct_r03_2018_12_11_L004_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,11/12/2018,1261,no,no
PS_Ct_r03_2019_01_08_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,08/01/2019,1289,yes,no
PS_Ct_r03_2019_01_14_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,14/01/2019,1295,yes,no
PS_Ct_r03_2019_01_21_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,21/01/2019,1302,no,no
PS_Ct_r03_2019_01_28_L002_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,28/01/2019,1309,no,no
PS_Ct_r03_2019_02_04_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,04/02/2019,1316,no,no
PS_Ct_r03_2019_02_11_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,11/02/2019,1323,no,no
PS_Ct_r03_2019_02_18_L003_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,18/02/2019,1330,no,no
PS_Ct_r03_2019_02_25_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,25/02/2019,1337,no,no
PS_Ct_r03_2019_03_04_L001_rg,bacteria-ciliate,Comamonas_testosteroni_HAMBI_403,3,04/03/2019,1344,no,no
PS_Pf_r01_2017_01_09_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,09/01/2017,560,no,yes
PS_Pf_r01_2018_05_01_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,01/05/2018,1037,no,no
PS_Pf_r01_2018_05_29_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,29/05/2018,1065,no,no
PS_Pf_r01_2018_06_26_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,26/06/2018,1093,no,no
PS_Pf_r01_2018_07_24_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,24/07/2018,1121,no,no
PS_Pf_r01_2018_08_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,21/08/2018,1149,yes,no
PS_Pf_r01_2018_09_18_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,18/09/2018,1177,no,no
PS_Pf_r01_2018_10_16_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,16/10/2018,1205,no,no
PS_Pf_r01_2018_11_13_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,13/11/2018,1233,no,no
PS_Pf_r01_2018_12_11_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,11/12/2018,1261,no,no
PS_Pf_r01_2019_01_08_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,08/01/2019,1289,yes,no
PS_Pf_r01_2019_01_14_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,14/01/2019,1295,yes,no
PS_Pf_r01_2019_01_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,21/01/2019,1302,no,no
PS_Pf_r01_2019_01_28_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,28/01/2019,1309,no,no
PS_Pf_r01_2019_02_04_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,04/02/2019,1316,no,no
PS_Pf_r01_2019_02_11_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,11/02/2019,1323,no,no
PS_Pf_r01_2019_02_18_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,18/02/2019,1330,no,no
PS_Pf_r01_2019_02_25_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,25/02/2019,1337,no,no
PS_Pf_r01_2019_03_04_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,1,04/03/2019,1344,no,no
PS_Pf_r02_2017_01_09_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,09/01/2017,560,no,yes
PS_Pf_r02_2018_05_01_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,01/05/2018,1037,no,no
PS_Pf_r02_2018_05_29_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,29/05/2018,1065,no,no
PS_Pf_r02_2018_06_26_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,26/06/2018,1093,no,no
PS_Pf_r02_2018_07_24_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,24/07/2018,1121,no,no
PS_Pf_r02_2018_08_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/08/2018,1149,no,no
PS_Pf_r02_2018_09_18_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/09/2018,1177,no,no
PS_Pf_r02_2018_10_16_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,16/10/2018,1205,no,no
PS_Pf_r02_2018_11_13_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,13/11/2018,1233,no,no
PS_Pf_r02_2018_12_11_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,11/12/2018,1261,no,no
PS_Pf_r02_2019_01_08_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,08/01/2019,1289,yes,no
PS_Pf_r02_2019_01_14_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,14/01/2019,1295,yes,no
PS_Pf_r02_2019_01_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,21/01/2019,1302,no,no
PS_Pf_r02_2019_01_28_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,28/01/2019,1309,no,no
PS_Pf_r02_2019_02_04_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,04/02/2019,1316,no,no
PS_Pf_r02_2019_02_11_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,11/02/2019,1323,no,no
PS_Pf_r02_2019_02_18_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,18/02/2019,1330,no,no
PS_Pf_r02_2019_02_25_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,25/02/2019,1337,no,no
PS_Pf_r02_2019_03_04_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,2,04/03/2019,1344,no,no
PS_Pf_r03_2017_01_09_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,09/01/2017,560,no,yes
PS_Pf_r03_2018_05_01_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,01/05/2018,NA,NA,no
PS_Pf_r03_2018_05_29_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,29/05/2018,NA,NA,no
PS_Pf_r03_2018_06_26_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,26/06/2018,NA,NA,no
PS_Pf_r03_2018_07_24_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,24/07/2018,NA,NA,no
PS_Pf_r03_2018_08_21_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2018,NA,NA,no
PS_Pf_r03_2018_08_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2018,NA,NA,no
PS_Pf_r03_2018_08_21_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2018,NA,NA,no
PS_Pf_r03_2018_08_21_L004_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/08/2018,NA,NA,no
PS_Pf_r03_2018_09_18_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/09/2018,847,no,no
PS_Pf_r03_2018_10_16_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,16/10/2018,875,no,no
PS_Pf_r03_2018_11_13_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,13/11/2018,903,no,no
PS_Pf_r03_2018_12_11_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/12/2018,931,no,no
PS_Pf_r03_2019_01_08_L001_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,08/01/2019,959,yes,no
PS_Pf_r03_2019_01_14_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,14/01/2019,965,yes,no
PS_Pf_r03_2019_01_21_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,21/01/2019,972,no,no
PS_Pf_r03_2019_01_28_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,28/01/2019,979,no,no
PS_Pf_r03_2019_02_04_L002_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/02/2019,986,no,no
PS_Pf_r03_2019_02_11_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,11/02/2019,993,no,no
PS_Pf_r03_2019_02_18_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,18/02/2019,1000,no,no
PS_Pf_r03_2019_02_25_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,25/02/2019,1007,no,no
PS_Pf_r03_2019_03_04_L003_rg,bacteria-ciliate,Pseudomonas_fluorescens_SBW25,3,04/03/2019,1014,no,no
PS_Sc_r01_2015_11_16_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,16/11/2015,140,no,yes
PS_Sc_r01_2015_12_14_L002_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,14/12/2015,168,no,yes
PS_Sc_r01_2016_01_11_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,11/01/2016,196,no,yes
PS_Sc_r01_2016_02_08_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,08/02/2016,224,no,yes
PS_Sc_r01_2016_03_07_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,07/03/2016,252,no,yes
PS_Sc_r01_2016_04_03_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,03/04/2016,279,no,yes
PS_Sc_r01_2016_05_04_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,04/05/2016,310,no,yes
PS_Sc_r01_2016_05_30_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,30/05/2016,336,no,yes
PS_Sc_r01_2016_07_25_L003_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,25/07/2016,392,no,yes
PS_Sc_r01_2016_07_27_L003_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,27/07/2016,NA,NA,no
PS_Sc_r01_2016_08_22_L003_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,22/08/2016,420,no,yes
PS_Sc_r01_2016_09_19_L003_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,19/09/2016,448,no,yes
PS_Sc_r01_2016_10_17_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,17/10/2016,476,no,yes
PS_Sc_r01_2016_11_14_L004_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,14/11/2016,504,no,yes
PS_Sc_r01_2016_12_12_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,12/12/2016,532,no,yes
PS_Sc_r01_2017_01_09_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,09/01/2017,560,no,yes
PS_Sc_r01_2017_02_06_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,06/02/2017,588,no,yes
PS_Sc_r01_2017_03_06_L001_rg,bacteria-ciliate,Sphingomonas_capsulata_HAMBI_103,1,06/03/2017,616,no,yes
